date,news,description,url,score,type
2024-01-21T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.17882922009935667,twit
2024-01-21T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.2952609557247885,news
2024-01-28T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.19320953966542526,twit
2024-01-28T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.5363972444971611,analytical note
2024-01-28T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.2454216814730335,news
2024-02-04T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.2278796633410467,news
2024-02-04T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.08460066044934027,twit
2024-02-11T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.21261976703070457,news_fm
2024-02-11T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.10152333375446886,news_fm
2024-02-11T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.38767617450706215,news
2024-02-18T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.10567188790232013,twit
2024-02-18T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.08909321354437955,news_fm
2024-02-18T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.15476326960834824,analytical note
2024-02-18T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.008516400687999527,news_fm
2024-02-25T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.677566591349008,twit
2024-02-25T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.268710120343518,news_fm
2024-02-25T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.2523192272765533,news_fm
2024-02-25T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.17905884825621932,news_fm
2024-03-03T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.361551219646748,twit
2024-03-03T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.009655288240644069,news
2024-03-03T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.14557147829296485,news_fm
2024-03-03T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.1853800212259869,news
2024-03-10T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.05194617371367812,analytical note
2024-03-10T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.18936600965664563,news
2024-03-10T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.37636692619705475,twit
2024-03-17T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.6110672120639462,analytical note
2024-03-17T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.15578410637793114,news_fm
2024-03-24T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.7233476822338308,twit
2024-03-24T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.2818641371203005,news_fm
2024-03-31T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.06706757451337923,analytical note
2024-03-31T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.2124195982971396,news
2024-03-31T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.3610841696225356,twit
2024-03-31T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.2035586684185987,news_fm
2024-04-07T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.12240724780125824,news_fm
2024-04-07T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,-0.9812541392313154,news_fm
2024-04-07T21:43:07Z,Apple historical event,Mock historical event used for forecasting.,https://example.com/history,0.20697593148745763,news
